,"id","Standard name","chrom","start","end","Length","Hits","Reads","Hits_600_bp_upstream","Hits_600_bp_downstream","Neighbourhood Hits","Neighbourhood Index","Max Free Region","Freedom Index","target_seq_counts","600_bp_up_target_seq_counts","600_bp_down_target_seq_counts","target_per_bp","600_up_target_per_bp","600_down_target_per_bp","short name","description"
3251,"YKR007W","S000001715","chrXI",451434,451988,555,8,77,12,6,406,0.178,181,0.326,34,38,69,0.0613,0.0633,0.115,"MEH1","Multicopy suppressor of Ers1 Hygromycin B sensitivity"
3252,"YKR008W","S000001716","chrXI",452201,454078,1878,1,28,12,26,553,0.005,1877,0.999,210,50,72,0.1118,0.0833,0.12,"RSC4","Remodel the Structure of Chromatin"
3253,"YKR009C","S000001717","chrXI",454352,457054,2703,66,1071,17,21,650,0.188,263,0.097,249,82,60,0.0921,0.1367,0.1,"FOX2","Fatty acid OXidation"
3254,"YKR010C","S000001718","chrXI",458924,461239,2316,26,364,22,29,598,0.094,483,0.209,239,67,63,0.1032,0.1117,0.105,"TOF2","TOpoisomerase I-interacting Factor"
3255,"YKR011C","S000001719","chrXI",461635,462696,1062,15,294,26,55,558,0.127,371,0.349,120,62,50,0.113,0.1033,0.0833,,
3256,"YKR013W","S000001721","chrXI",463959,464948,990,28,630,71,22,583,0.243,156,0.158,67,48,69,0.0677,0.08,0.115,"PRY2","Pathogen Related in Yeast"
3257,"YKR014C","S000001722","chrXI",465367,466071,705,4,21,25,43,556,0.051,257,0.365,61,66,74,0.0865,0.11,0.1233,"YPT52","Yeast Protein Two"
3258,"YKR015C","S000001723","chrXI",466961,468667,1707,16,165,24,27,547,0.086,424,0.248,172,72,47,0.1008,0.12,0.0783,,
3259,"YKR016W","S000001724","chrXI",469717,471339,1623,14,238,48,10,533,0.081,536,0.33,150,57,66,0.0924,0.095,0.11,"MIC60","MItochondrial contact site and Cristae organizing system"
3260,"YKR017C","S000001725","chrXI",471694,473349,1656,16,247,7,27,513,0.094,398,0.24,173,63,65,0.1045,0.105,0.1083,"HEL1","Histone E3 Ligase"
3261,"YKR018C","S000001726","chrXI",473723,475900,2178,23,274,23,25,417,0.127,460,0.211,192,67,49,0.0882,0.1117,0.0817,,
3262,"YKR019C","S000001727","chrXI",476216,478063,1848,12,88,21,3,338,0.096,608,0.329,148,52,50,0.0801,0.0867,0.0833,"IRS4","Increased rDNA Silencing"
3263,"YKR020W","S000001728","chrXI",478338,478832,495,0,0,5,27,288,0,495,1,47,44,46,0.0949,0.0733,0.0767,"VPS51","Vacuolar Protein Sorting"
3264,"YKR021W","S000001729","chrXI",479234,481981,2748,34,387,20,6,377,0.164,519,0.189,260,51,65,0.0946,0.085,0.1083,"ALY1","Arrestin-Like Yeast protein"
3265,"YKR022C","S000001730","chrXI",482171,483139,969,5,32,12,13,316,0.082,414,0.427,103,59,62,0.1063,0.0983,0.1033,"NTR2","NineTeen complex Related protein"
3266,"YKR023W","S000001731","chrXI",483419,485011,1593,23,329,6,3,376,0.192,214,0.134,137,62,65,0.086,0.1033,0.1083,"RQT4","Ribosome-Quality control Trigger factor"
3267,"YKR024C","S000001732","chrXI",485144,487372,2229,5,60,9,0,377,0.03,1056,0.474,205,58,65,0.092,0.0967,0.1083,"DBP7","Dead Box Protein"
3268,"YKR025W","S000001733","chrXI",487770,488618,849,1,12,1,11,349,0.017,836,0.985,77,55,48,0.0907,0.0917,0.08,"RPC37","RNA Polymerase C"
3269,"YKR026C","S000001734","chrXI",488738,489655,918,18,168,4,25,356,0.275,247,0.269,88,56,71,0.0959,0.0933,0.1183,"GCN3","General Control Nonderepressible"
3270,"YKR027W","S000001735","chrXI",491364,493661,2298,39,488,42,47,375,0.226,469,0.204,229,67,58,0.0997,0.1117,0.0967,"BCH2","Bud7 and Chs6 Homolog"
3271,"YKR028W","S000001736","chrXI",494257,497358,3102,43,503,48,7,385,0.18,411,0.132,320,58,69,0.1032,0.0967,0.115,"SAP190","Sit4 Associated Protein"
3272,"YKR029C","S000001737","chrXI",497578,499833,2256,19,89,11,33,396,0.106,550,0.244,222,73,69,0.0984,0.1217,0.115,"SET3","SET domain-containing"
3273,"YKR030W","S000001738","chrXI",500282,501103,822,9,52,31,6,382,0.143,204,0.248,95,70,66,0.1156,0.1167,0.11,"GMH1","Gea1-6 Membrane-associated High-copy suppressor"
3274,"YKR031C","S000001739","chrXI",501344,506395,5052,43,507,6,21,511,0.083,611,0.121,510,73,48,0.101,0.1217,0.08,"SPO14","SPOrulation"
3275,"YKR034W","S000001742","chrXI",506898,507707,810,15,132,22,5,476,0.195,140,0.173,67,52,53,0.0827,0.0867,0.0883,"DAL80","Degradation of Allantoin"
3276,"YKR035W-A","S000006435","chrXI",507939,508553,615,1,4,15,10,568,0.014,335,0.545,54,49,64,0.0878,0.0817,0.1067,"DID2","Doa4-Independent Degradation"
3277,"YKR036C","S000001744","chrXI",508702,510633,1932,25,367,2,20,723,0.089,335,0.173,185,57,52,0.0958,0.095,0.0867,"CAF4","CCR4 Associated Factor"
3278,"YKR037C","S000001745","chrXI",510910,511797,888,1,3,26,11,744,0.008,875,0.985,73,58,57,0.0822,0.0967,0.095,"SPC34","Spindle Pole Component"
3279,"YKR038C","S000001746","chrXI",511999,513159,1161,1,2,11,32,768,0.006,1120,0.965,89,59,60,0.0767,0.0983,0.1,"KAE1","Kinase-Associated Endopeptidase"
3280,"YKR039W","S000001747","chrXI",515063,516871,1809,35,343,54,58,847,0.114,212,0.117,151,56,64,0.0835,0.0933,0.1067,"GAP1","General Amino acid Permease"
3281,"YKR041W","S000001749","chrXI",518198,518950,753,124,6318,47,53,852,0.966,42,0.056,42,53,43,0.0558,0.0883,0.0717,,
3282,"YKR042W","S000001750","chrXI",519527,520624,1098,44,678,53,47,857,0.234,127,0.116,67,44,56,0.061,0.0733,0.0933,"UTH1","yoUTH"
3283,"YKR043C","S000001751","chrXI",520897,521712,816,44,1290,36,30,844,0.319,96,0.118,57,49,64,0.0699,0.0817,0.1067,"SHB17","SedoHeptulose 1,7-Bisphosphatase"
3284,"YKR044W","S000001752","chrXI",522015,523346,1332,33,536,21,9,860,0.144,161,0.121,112,51,23,0.0841,0.085,0.0383,"UIP5","Ulp1 Interacting Protein"
3285,"YKR045C","S000001753","chrXI",523418,523969,552,6,51,9,20,908,0.06,169,0.306,18,44,46,0.0326,0.0733,0.0767,,
3286,"YKR046C","S000001754","chrXI",524223,525074,852,23,594,17,15,922,0.146,171,0.201,61,34,58,0.0716,0.0567,0.0967,"PLN1","PeriLipiN"
3287,"YKR048C","S000001756","chrXI",525387,526640,1254,17,228,23,32,878,0.077,269,0.215,67,72,47,0.0534,0.12,0.0783,"NAP1","Nucleosome Assembly Protein"
3288,"YKR049C","S000001757","chrXI",526830,527231,402,13,102,27,33,853,0.19,172,0.428,29,48,38,0.0721,0.08,0.0633,"FMP46","Found in Mitochondrial Proteome"
3289,"YKR050W","S000001758","chrXI",527815,530484,2670,28,335,33,13,783,0.067,399,0.149,197,41,60,0.0738,0.0683,0.1,"TRK2","TRansport of potassium (K)"
3290,"YKR051W","S000001759","chrXI",530946,532202,1257,17,236,13,11,505,0.134,590,0.469,118,59,55,0.0939,0.0983,0.0917,,
3291,"YKR052C","S000001760","chrXI",532550,533464,915,17,456,12,89,442,0.21,136,0.149,81,56,62,0.0885,0.0933,0.1033,"MRS4","Mitochondrial RNA Splicing"
3292,"YKR053C","S000001761","chrXI",534067,535281,1215,54,1343,89,21,424,0.524,180,0.148,108,61,58,0.0889,0.1017,0.0967,"YSR3","Yeast Sphingolipid Resistance"
3293,"YKR054C","S000001762","chrXI",535647,547925,12279,76,794,19,27,715,0.043,1240,0.101,1305,61,54,0.1063,0.1017,0.09,"DYN1","DYNein"
3294,"YKR055W","S000001763","chrXI",548216,549091,876,12,276,29,29,421,0.163,163,0.186,72,65,64,0.0822,0.1083,0.1067,"RHO4","Ras HOmolog"
3295,"YKR056W","S000001764","chrXI",549448,551367,1920,41,481,17,31,434,0.246,396,0.206,189,64,76,0.0984,0.1067,0.1267,"TRM2","tRNA Methyltransferase"
3296,"YKR057W","S000001765","chrXI",551657,552242,586,9,55,38,59,420,0.183,128,0.218,60,65,63,0.1024,0.1083,0.105,"RPS21A","Ribosomal Protein of the Small subunit"
3297,"YKR058W","S000001766","chrXI",552770,554620,1851,42,703,56,52,428,0.265,172,0.093,188,63,68,0.1016,0.105,0.1133,"GLG1","Glycogenin-Like Gene"
3298,"YKR060W","S000001768","chrXI",556518,557342,825,20,637,12,20,485,0.25,158,0.192,92,72,65,0.1115,0.12,0.1083,"UTP30","U Three Protein"
3299,"YKR061W","S000001769","chrXI",557677,558954,1278,38,942,19,27,550,0.27,256,0.2,120,71,57,0.0939,0.1183,0.095,"KTR2","Kre Two Related"
3300,"YKR062W","S000001770","chrXI",559666,560652,987,0,0,14,5,500,0,987,1,90,57,57,0.0912,0.095,0.095,"TFA2","Transcription Factor a, subunit 2"
3301,"YKR063C","S000001771","chrXI",560789,562297,1509,1,5,5,8,561,0.006,1509,1,141,61,55,0.0934,0.1017,0.0917,"LAS1","Lethal in the Absence of SSD1-v"
3302,"YKR064W","S000001772","chrXI",562547,565138,2592,18,103,4,11,547,0.063,484,0.187,272,46,54,0.1049,0.0767,0.09,"OAF3","Oleate Activated transcription Factor"
3303,"YKR065C","S000001773","chrXI",565299,565892,594,5,36,13,16,424,0.099,196,0.33,49,60,69,0.0825,0.1,0.115,"PAM17","Presequence translocase-Associated Motor"
3304,"YKR066C","S000001774","chrXI",566113,567198,1086,27,418,11,62,452,0.275,140,0.129,80,53,54,0.0737,0.0883,0.09,"CCP1","Cytochrome c Peroxidase"
3305,"YKR067W","S000001775","chrXI",567918,570149,2232,33,753,46,7,504,0.147,299,0.134,203,45,65,0.0909,0.075,0.1083,"GPT2","Glycerol-3-Phosphate acylTransferase"
3306,"YKR068C","S000001776","chrXI",570328,570909,582,2,10,10,51,501,0.034,563,0.967,55,61,66,0.0945,0.1017,0.11,"BET3","Blocked Early in Transport"
3307,"YKR069W","S000001777","chrXI",571612,573393,1782,38,577,53,21,599,0.178,237,0.133,159,67,55,0.0892,0.1117,0.0917,"MET1","METhionine requiring"
3308,"YKR070W","S000001778","chrXI",573574,574632,1059,21,227,27,7,620,0.16,237,0.224,97,53,62,0.0916,0.0883,0.1033,,
3309,"YKR071C","S000001779","chrXI",574934,575980,1047,1,44,15,17,642,0.007,1042,0.995,95,60,73,0.0907,0.1,0.1217,"DRE2","Derepressed for Ribosomal protein S14 Expression"
3310,"YKR072C","S000001780","chrXI",576435,578123,1689,29,306,15,38,619,0.139,181,0.107,124,73,41,0.0734,0.1217,0.0683,"SIS2","SIt4 Suppressor"
3311,"YKR074W","S000001782","chrXI",579209,579676,468,8,102,35,13,524,0.163,233,0.498,52,49,67,0.1111,0.0817,0.1117,"AIM29","Altered Inheritance rate of Mitochondria"
3312,"YKR075C","S000001783","chrXI",579827,580750,924,38,608,12,45,610,0.337,158,0.171,84,75,36,0.0909,0.125,0.06,,
3313,"YKR076W","S000001784","chrXI",582283,583395,1113,20,288,37,25,563,0.16,222,0.199,95,72,54,0.0854,0.12,0.09,"ECM4","ExtraCellular Mutant"
3314,"YKR077W","S000001785","chrXI",583653,584744,1092,18,297,19,21,528,0.156,219,0.201,87,54,60,0.0797,0.09,0.1,"MSA2","Mbf and Sbf Associated"
3315,"YKR078W","S000001786","chrXI",584952,586709,1758,24,252,17,1,516,0.132,327,0.186,194,54,60,0.1104,0.09,0.1,,
3316,"YKR079C","S000001787","chrXI",586789,589305,2517,0,0,5,45,535,0,2517,1,253,72,54,0.1005,0.12,0.09,"TRZ1","tRNase Z"
3317,"YKR080W","S000001788","chrXI",590395,591357,963,16,216,57,6,409,0.203,179,0.186,99,56,62,0.1028,0.0933,0.1033,"MTD1","Methylene Tetrahydrafolate Dehydrogenase"
3318,"YKR081C","S000001789","chrXI",591506,592540,1035,4,29,10,12,329,0.059,882,0.852,104,68,59,0.1005,0.1133,0.0983,"RPF2","Ribosome Production Factor"
3319,"YKR082W","S000001790","chrXI",592825,596298,3474,22,122,11,3,385,0.082,462,0.133,385,57,77,0.1108,0.095,0.1283,"NUP133","NUclear Pore"
3320,"YKR083C","S000001791","chrXI",596421,596822,402,1,4,5,5,317,0.039,392,0.975,46,64,65,0.1144,0.1067,0.1083,"DAD2","Duo1 And Dam1 interacting"
3321,"YKR084C","S000001792","chrXI",597055,598890,1836,16,134,3,22,373,0.117,502,0.273,172,78,59,0.0937,0.13,0.0983,"HBS1","Hsp70 subfamily B Suppressor"
3322,"YKR085C","S000001793","chrXI",599094,599681,588,1,3,27,1,387,0.022,463,0.787,48,61,50,0.0816,0.1017,0.0833,"MRPL20","Mitochondrial Ribosomal Protein, Large subunit"
3323,"YKR086W","S000001794","chrXI",599857,603072,3216,13,105,1,15,444,0.046,1798,0.559,321,48,69,0.0998,0.08,0.115,"PRP16","Pre-mRNA Processing"
3324,"YKR087C","S000001795","chrXI",603195,604232,1038,21,270,16,32,393,0.257,159,0.153,115,53,62,0.1108,0.0883,0.1033,"OMA1","Overlapping activity with M-AAA protease"
3325,"YKR088C","S000001796","chrXI",604405,605418,1014,25,326,25,16,559,0.221,201,0.198,107,65,53,0.1055,0.1083,0.0883,"TVP38","Tlg2-Vesicle Protein"
3326,"YKR089C","S000001797","chrXI",605633,608365,2733,44,1028,16,39,641,0.126,553,0.202,251,74,64,0.0918,0.1233,0.1067,"TGL4","TriacylGlycerol Lipase"
3327,"YKR090W","S000001798","chrXI",608946,611066,2121,46,590,39,36,719,0.151,252,0.119,178,66,70,0.0839,0.11,0.1167,"PXL1","PaXillin-Like protein"
3328,"YKR091W","S000001799","chrXI",611525,612265,741,6,39,41,24,704,0.058,361,0.487,57,66,65,0.0769,0.11,0.1083,"SRL3","Suppressor of rad53 Lethality"
3329,"YKR092C","S000001800","chrXI",612665,613885,1221,8,224,24,62,717,0.046,455,0.373,79,63,45,0.0647,0.105,0.075,"SRP40","Serine Rich Protein"
3330,"YKR093W","S000001801","chrXI",615730,617535,1806,35,478,82,19,711,0.136,278,0.154,143,53,66,0.0792,0.0883,0.11,"PTR2","Peptide TRansport"
3331,"YKR094C","S000001802","chrXI",617996,618750,755,13,71,21,55,681,0.126,156,0.207,73,63,54,0.0967,0.105,0.09,"RPL40B","Ribosomal Protein of the Large subunit"
3332,"YKR095W","S000001803","chrXI",619805,625432,5628,36,332,38,24,740,0.043,562,0.1,551,55,62,0.0979,0.0917,0.1033,"MLP1","Myosin-Like Protein"
3333,"YKR095W-A","S000028512","chrXI",625864,626205,342,1,3,26,46,402,0.036,329,0.962,36,57,55,0.1053,0.095,0.0917,"PCC1","Polarized growth Chromatin-associated Controller"
3334,"YKR096W","S000001804","chrXI",626793,630380,3588,46,556,47,37,440,0.146,410,0.114,369,57,55,0.1028,0.095,0.0917,"ESL2","EST/SMG-like"
3335,"YKR097W","S000001805","chrXI",631152,632801,1650,26,410,18,9,335,0.235,264,0.16,151,58,68,0.0915,0.0967,0.1133,"PCK1","Phosphoenolpyruvate CarboxyKinase"
3336,"YKR098C","S000001806","chrXI",633026,635179,2154,14,66,10,12,372,0.087,378,0.175,217,76,59,0.1007,0.1267,0.0983,"UBP11","UBiquitin-specific Protease"
3337,"YKR099W","S000001807","chrXI",635851,638286,2436,26,265,12,10,376,0.142,380,0.156,197,59,61,0.0809,0.0983,0.1017,"BAS1","BASal"
3338,"YKR100C","S000001808","chrXI",638901,639968,1068,13,181,10,24,324,0.188,244,0.228,102,64,65,0.0955,0.1067,0.1083,"SKG1","Suppressor of lethality of Kex2 Gas1 double null mutant"
3339,"YKR101W","S000001809","chrXI",640540,642504,1965,12,215,25,32,304,0.1,590,0.3,205,63,62,0.1043,0.105,0.1033,"SIR1","Silent Information Regulator"
3340,"YKR102W","S000001810","chrXI",646356,649865,3510,30,530,6,8,280,0.153,515,0.147,261,56,66,0.0744,0.0933,0.11,"FLO10","FLOcculation"
3341,"YKR103W","S000001811","chrXI",653080,656736,3657,22,342,3,1,290,0.104,544,0.149,356,69,48,0.0973,0.115,0.08,"NFT1","New Full-length MRP-type Transporter"
3342,"YKR104W","S000001812","chrXI",656836,657756,921,7,84,3,10,232,0.164,408,0.443,79,56,61,0.0858,0.0933,0.1017,,
3343,"YLL063C","S000003986","chrXII",14648,16072,1425,30,328,2,33,417,0.252,301,0.211,113,78,66,0.0793,0.13,0.11,"AYT1","AcetYlTransferase"
3344,"YLL062C","S000003985","chrXII",16639,17613,975,18,372,36,33,426,0.217,223,0.229,96,67,55,0.0985,0.1117,0.0917,"MHT1","S-Methylmethionine-Homocysteine methylTransferase"
3345,"YLL061W","S000003984","chrXII",17956,19707,1752,26,336,41,7,499,0.149,304,0.174,142,59,61,0.0811,0.0983,0.1017,"MMP1","S-MethylMethionine Permease"
3346,"YLL060C","S000003983","chrXII",21138,21839,702,7,141,16,17,543,0.092,315,0.449,44,61,52,0.0627,0.1017,0.0867,"GTT2","GlutaThione Transferase"
3347,"YLL058W","S000003981","chrXII",23569,25296,1728,41,393,24,24,514,0.231,252,0.146,168,56,78,0.0972,0.0933,0.13,,
3348,"YLL057C","S000003980","chrXII",25756,26994,1239,27,213,27,10,504,0.216,309,0.249,120,79,50,0.0969,0.1317,0.0833,"JLP1","dnaJ-Like Protein"
3349,"YLL056C","S000003979","chrXII",27409,28305,897,6,50,8,15,481,0.07,549,0.612,80,56,52,0.0892,0.0933,0.0867,,
3350,"YLL055W","S000003978","chrXII",30109,31704,1596,17,139,44,15,471,0.113,436,0.273,142,51,81,0.089,0.085,0.135,"YCT1","Yeast Cysteine Transporter"
3351,"YLL054C","S000003977","chrXII",32673,35204,2532,14,163,14,11,457,0.06,723,0.286,255,75,48,0.1007,0.125,0.08,,
3352,"YLL053C","S000003976","chrXII",35503,35961,459,5,76,9,12,369,0.148,248,0.54,34,49,52,0.0741,0.0817,0.0867,,
3353,"YLL052C","S000003975","chrXII",35912,36361,450,10,148,6,9,355,0.313,129,0.287,34,47,52,0.0756,0.0783,0.0867,"AQY2","AQuaporin from Yeast"
3354,"YLL051C","S000003974","chrXII",37333,39471,2139,20,363,29,32,467,0.1,327,0.153,213,55,74,0.0996,0.0917,0.1233,"FRE6","Ferric REductase"
3355,"YLL050C","S000003973","chrXII",39804,40414,611,0,0,37,7,419,0,611,1,65,77,56,0.1064,0.1283,0.0933,"COF1","COFilin"
3356,"YLL049W","S000003972","chrXII",40666,41205,540,1,4,7,9,415,0.022,412,0.763,49,61,73,0.0907,0.1017,0.1217,"LDB18","Low Dye Binding"
3357,"YLL048C","S000003971","chrXII",41280,46265,4986,54,566,5,38,529,0.102,313,0.063,467,71,68,0.0937,0.1183,0.1133,"YBT1","Yeast Bile Transporter"
3358,"YLL046C","S000003969","chrXII",46714,47463,750,11,102,41,15,463,0.158,144,0.192,84,67,57,0.112,0.1117,0.095,"RNP1","RiboNucleoProtein"
3359,"YLL045C","S000003968","chrXII",47859,48629,771,29,763,12,44,430,0.437,109,0.141,55,65,58,0.0713,0.1083,0.0967,"RPL8B","Ribosomal Protein of the Large subunit"
3360,"YLL043W","S000003966","chrXII",49938,51947,2010,26,191,41,15,393,0.165,332,0.165,167,44,72,0.0831,0.0733,0.12,"FPS1","fdp1 Suppressor"
3361,"YLL042C","S000003965","chrXII",52087,52590,504,14,115,8,27,375,0.37,137,0.272,55,62,74,0.1091,0.1033,0.1233,"ATG10","AuTophaGy related"
3362,"YLL041C","S000003964","chrXII",53131,53931,801,33,578,27,26,385,0.535,151,0.189,73,71,51,0.0911,0.1183,0.085,"SDH2","Succinate DeHydrogenase"
3363,"YLL040C","S000003963","chrXII",54211,63645,9435,31,171,37,31,456,0.036,1816,0.192,913,53,59,0.0968,0.0883,0.0983,"VPS13","Vacuolar Protein Sorting"
3364,"YLL039C","S000003962","chrXII",64062,65207,1146,14,173,25,16,170,0.359,451,0.394,93,66,50,0.0812,0.11,0.0833,"UBI4","Ubiquitin"
3365,"YLL038C","S000003961","chrXII",65775,66518,744,12,110,13,21,153,0.527,153,0.206,48,50,55,0.0645,0.0833,0.0917,"ENT4","Epsin N-Terminal homology"
3366,"YLL036C","S000003959","chrXII",66745,68256,1512,2,15,23,1,164,0.04,989,0.654,138,48,51,0.0913,0.08,0.085,"PRP19","Pre-RNA Processing"
3367,"YLL035W","S000003958","chrXII",68580,70478,1899,2,9,0,4,175,0.03,1747,0.92,190,53,65,0.1001,0.0883,0.1083,"GRC3",
3368,"YLL034C","S000003957","chrXII",70633,73146,2514,0,0,5,15,249,0,2514,1,224,76,64,0.0891,0.1267,0.1067,"RIX7","RIbosome eXport"
3369,"YLL033W","S000003956","chrXII",73409,74101,693,3,12,14,14,319,0.068,528,0.762,78,58,67,0.1126,0.0967,0.1117,"IRC19","Increased Recombination Centers"
3370,"YLL032C","S000003955","chrXII",74270,76747,2478,25,234,8,11,433,0.116,445,0.18,264,67,69,0.1065,0.1117,0.115,,
3371,"YLL031C","S000003954","chrXII",77152,80205,3054,1,1,15,15,450,0.004,2647,0.867,298,69,48,0.0976,0.115,0.08,"GPI13","GlycosylPhosphatidylInositol anchor biosynthesis"
3372,"YLL029W","S000003952","chrXII",81461,83710,2250,89,3292,18,60,559,0.354,795,0.353,187,56,45,0.0831,0.0933,0.075,"FRA1","Fe Repressor of Activation"
3373,"YLL028W","S000003951","chrXII",84804,86564,1761,84,2943,46,19,599,0.398,137,0.078,130,46,56,0.0738,0.0767,0.0933,"TPO1","Transporter of POlyamines"
3374,"YLL027W","S000003950","chrXII",87403,88155,753,1,1,16,35,627,0.011,674,0.895,52,65,66,0.0691,0.1083,0.11,"ISA1","Iron Sulfur Assembly"
3375,"YLL026W","S000003949","chrXII",88623,91349,2727,50,767,30,25,729,0.126,341,0.125,256,64,66,0.0939,0.1067,0.11,"HSP104","Heat Shock Protein"
3376,"YLL025W","S000003948","chrXII",94747,95121,375,13,189,21,22,526,0.33,85,0.227,22,59,80,0.0587,0.0983,0.1333,"PAU17","seriPAUperin"
3377,"YLL023C","S000003946","chrXII",97997,98836,840,23,407,40,26,551,0.248,220,0.262,65,71,50,0.0774,0.1183,0.0833,"POM33","POre Membrane, 33 kDa"
3378,"YLL022C","S000003945","chrXII",99044,100201,1158,20,458,31,33,564,0.153,165,0.142,88,56,58,0.076,0.0933,0.0967,"HIF1","Hat1 Interacting Factor"
3379,"YLL021W","S000003944","chrXII",100947,105347,4401,29,245,33,9,621,0.053,638,0.145,365,59,68,0.0829,0.0983,0.1133,"SPA2","Spindle Pole Antigen"
3380,"YLL019C","S000003942","chrXII",105686,107899,2214,36,546,7,72,502,0.162,211,0.095,185,69,42,0.0836,0.115,0.07,"KNS1","Kinase Next to SPA2"
3381,"YLL018C-A","S000007245","chrXII",108676,108972,297,6,36,80,37,424,0.238,95,0.32,11,47,43,0.037,0.0783,0.0717,"COX19","Cytochrome c OXidase"
3382,"YLL018C","S000003941","chrXII",109902,111575,1674,2,52,26,24,430,0.014,901,0.538,142,52,50,0.0848,0.0867,0.0833,"DPS1",
3383,"YLL015W","S000003938","chrXII",116432,121111,4680,57,990,18,23,579,0.105,497,0.106,494,65,60,0.1056,0.1083,0.1,"BPT1","Bile Pigment Transporter"
3384,"YLL014W","S000003937","chrXII",121322,121648,327,4,34,25,9,437,0.14,213,0.651,31,67,63,0.0948,0.1117,0.105,"EMC6","ER Membrane protein Complex"
3385,"YLL013C","S000003936","chrXII",122075,124714,2640,64,1167,7,41,433,0.28,293,0.111,245,61,54,0.0928,0.1017,0.09,"PUF3","PUmilio-homology domain Family"
3386,"YLL012W","S000003935","chrXII",125534,127255,1722,41,677,52,9,375,0.317,392,0.228,149,65,69,0.0865,0.1083,0.115,"YEH1","Yeast steryl Ester Hydrolase"
3387,"YLL011W","S000003934","chrXII",127523,128992,1470,4,37,13,19,343,0.04,724,0.493,144,63,68,0.098,0.105,0.1133,"SOF1","Suppressor Of Fibrillarin"
3388,"YLL010C","S000003933","chrXII",129330,130613,1284,13,83,19,28,353,0.143,398,0.31,101,64,52,0.0787,0.1067,0.0867,"PSR1","Plasma membrane Sodium Response"
3389,"YLL009C","S000003932","chrXII",131205,131414,210,2,6,28,15,322,0.148,120,0.571,14,51,63,0.0667,0.085,0.105,"COX17","Cytochrome c OXidase"
3390,"YLL008W","S000003931","chrXII",131729,133987,2259,4,18,19,4,310,0.029,909,0.402,193,65,78,0.0854,0.1083,0.13,"DRS1","Deficiency of Ribosomal Subunits"
3391,"YLL007C","S000003930","chrXII",134302,136299,1998,10,77,5,5,291,0.086,461,0.231,223,75,57,0.1116,0.125,0.095,"LMO1","eLMO homolog"
3392,"YLL006W-A","S000028560","chrXII",136345,136521,177,5,25,4,0,193,0.732,86,0.486,14,70,66,0.0791,0.1167,0.11,,
3393,"YLL006W","S000003929","chrXII",136586,137866,1281,1,3,7,1,243,0.016,692,0.54,129,62,57,0.1007,0.1033,0.095,"MMM1","Maintenance of Mitochondrial Morphology"
3394,"YLL005C","S000003928","chrXII",137940,140546,2607,30,411,0,3,341,0.169,345,0.132,284,60,68,0.1089,0.1,0.1133,"SPO75","SPOrulation"
3395,"YLL004W","S000003927","chrXII",141073,142923,1851,0,0,3,0,434,0,1851,1,207,72,61,0.1118,0.12,0.1017,"ORC3","Origin Recognition Complex"
3396,"YLL003W","S000003926","chrXII",143201,146041,2841,6,53,0,29,479,0.022,1356,0.477,292,68,65,0.1028,0.1133,0.1083,"SFI1","Suppressor of Fermentation Induced loss of stress resistance"
3397,"YLL002W","S000003925","chrXII",146291,147601,1311,31,471,27,48,492,0.24,178,0.136,119,48,64,0.0908,0.08,0.1067,"RTT109","Regulator of Ty1 Transposition"
3398,"YLL001W","S000003924","chrXII",147890,150163,2274,101,1745,42,48,570,0.39,87,0.038,218,60,71,0.0959,0.1,0.1183,"DNM1","DyNaMin-related"
3399,"YLR001C","S000003991","chrXII",151389,153977,2589,127,3452,25,30,548,0.448,125,0.048,267,84,61,0.1031,0.14,0.1017,,
3400,"YLR002C","S000003992","chrXII",154343,156334,1992,0,0,44,18,563,0,1992,1,195,61,56,0.0979,0.1017,0.0933,"NOC3","NucleOlar Complex associated"
