Standard name,id,short name,description
S000004035,YLR045C,STU2,Suppressor of TUbulin
S000004036,YLR046C,,
S000004037,YLR047C,FRE8,
S000004038,YLR048W,RPS0B,Ribosomal Protein of the Small subunit
S000004039,YLR049C,MLO50,Mitochondrially LOcalized protein of 50 kDa
S000004040,YLR050C,EMA19,Efficient Mitochondria targeting-Associated protein
S000004041,YLR051C,FCF2,Faf1p Copurifying Factor
S000004042,YLR052W,IES3,Ino Eighty Subunit
S000004043,YLR053C,,
S000004044,YLR054C,OSW2,Outer Spore Wall
S000004045,YLR055C,SPT8,SuPpressor of Ty
S000004046,YLR056W,ERG3,ERGosterol biosynthesis
S000004047,YLR057W,MNL2,MaNnosidase-Like protein
S000004048,YLR058C,SHM2,Serine HydroxyMethyltransferase
S000004049,YLR059C,REX2,Rna EXonuclease
S000004050,YLR060W,FRS1,phenylalanyl (F)-tRNA Synthetase
S000004051,YLR061W,RPL22A,Ribosomal Protein of the Large subunit
S000004053,YLR063W,BMT6,Base Methyltransferase of Twenty five S rRNA 6
S000004054,YLR064W,PER33,"Pore and ER protein, 33 kDa"
S000004055,YLR065C,SND2,SRP-iNDependent targeting
S000004056,YLR066W,SPC3,Signal Peptidase Complex
S000004057,YLR067C,PET309,PETite colonies
S000004058,YLR068W,FYV7,Function required for Yeast Viability
S000004059,YLR069C,MEF1,Mitochondrial Elongation Factor
S000004060,YLR070C,XYL2,
S000004061,YLR071C,RGR1,Resistant to Glucose Repression
S000004062,YLR072W,LAM6,Lipid transfer protein Anchored at Membrane contact site
S000004063,YLR073C,RFU1,Regulator of Free Ubiquitin chains
S000004064,YLR074C,BUD20,BUD site selection
S000004065,YLR075W,RPL10,Ribosomal Protein of the Large subunit
S000004067,YLR077W,FMP25,Found in Mitochondrial Proteome
S000004068,YLR078C,BOS1,Bet One Suppressor
S000004069,YLR079W,SIC1,Substrate/Subunit Inhibitor of Cyclin-dependent protein kinase
S000004070,YLR080W,EMP46,
S000004071,YLR081W,GAL2,GALactose metabolism
S000004072,YLR082C,SRL2,Suppressor of Rad53 null Lethality
S000004073,YLR083C,EMP70,
S000004074,YLR084C,RAX2,
S000004075,YLR085C,ARP6,Actin-Related Protein
S000004076,YLR086W,SMC4,Structural Maintenance of Chromosomes
S000004077,YLR087C,CSF1,Cold Sensitive for Fermentation
S000004078,YLR088W,GAA1,GPI Anchor Attachment
S000004079,YLR089C,ALT1,ALanine Transaminase
S000004080,YLR090W,XDJ1,
S000004081,YLR091W,GEP5,GEnetic interactors of Prohibitins
S000004082,YLR092W,SUL2,SULfate
S000004083,YLR093C,NYV1,New Yeast V-SNARE
S000004084,YLR094C,GIS3,GIg1-2 Suppressor
S000004085,YLR095C,IOC2,Iswi One Complex
S000004086,YLR096W,KIN2,KINase
S000004087,YLR097C,HRT3,High level expression Reduces Ty3 transposition
S000004088,YLR098C,CHA4,Catabolism of Hydroxy Amino acids
S000004089,YLR099C,ICT1,Increased Copper Tolerance
S000004090,YLR100W,ERG27,ERGosterol biosynthesis
S000004092,YLR102C,APC9,Anaphase Promoting Complex
S000004093,YLR103C,CDC45,Cell Division Cycle
S000004094,YLR104W,LCL2,Long Chronological Lifespan 2
S000004095,YLR105C,SEN2,Splicing ENdonuclease
S000004096,YLR106C,MDN1,MiDasiN
S000004097,YLR107W,REX3,Rna EXonuclease
S000004098,YLR108C,,
S000004099,YLR109W,AHP1,Alkyl HydroPeroxide reductase
S000004100,YLR110C,CCW12,Covalently linked Cell Wall protein
S000004103,YLR113W,HOG1,High Osmolarity Glycerol response
S000004104,YLR114C,AVL9,Apl2 Vps1 Lethal
S000004105,YLR115W,CFT2,Cleavage Factor Two
S000004106,YLR116W,MSL5,Mud Synthetic-Lethal
S000004107,YLR117C,CLF1,Crooked neck-Like Factor
S000004108,YLR118C,TML25,"acyl-protein Thioesterase with Multiple Localizations, protein of 25 kDa"
S000004109,YLR119W,SRN2,"Suppressor of Rna mutations, Number 2"
S000004110,YLR120C,YPS1,YaPSin
S000004111,YLR121C,YPS3,YaPSin
S000004115,YLR125W,,
S000004116,YLR126C,,
S000004117,YLR127C,APC2,Anaphase Promoting Complex
S000004118,YLR128W,DCN1,Defective in Cullin Neddylation
S000004119,YLR129W,DIP2,DOM34 Interacting Protein
S000004120,YLR130C,ZRT2,Zinc-Regulated Transporter
S000004121,YLR131C,ACE2,Activator of CUP1 Expression
S000004122,YLR132C,USB1,U Six Biogenesis
S000004123,YLR133W,CKI1,Choline KInase
S000004124,YLR134W,PDC5,Pyruvate DeCarboxylase
S000004125,YLR135W,SLX4,Synthetic Lethal of unknown (X) function
S000004126,YLR136C,TIS11,similar to the mammalian TPA Induced Sequence gene family
S000004127,YLR137W,RKM5,Ribosomal lysine (K) Methyltransferase 5
S000004128,YLR138W,NHA1,Na+/H+ Antiporter
S000004129,YLR139C,SLS1,Synthetic Lethal with SSM4
S000004131,YLR141W,RRN5,Regulation of RNA polymerase I
S000004132,YLR142W,PUT1,Proline UTilization
S000004133,YLR143W,DPH6,DiPHthamide biosynthesis
S000004134,YLR144C,ACF2,Assembly Complementing Factor
S000004135,YLR145W,RMP1,RNase MRP Protein
S000004136,YLR146C,SPE4,SPErmidine auxotroph
S000004137,YLR147C,SMD3,
S000004138,YLR148W,PEP3,carboxyPEPtidase Y-deficient
S000004139,YLR149C,,
S000004140,YLR150W,STM1,Suppressor of ToM1
S000004141,YLR151C,PCD1,Peroxisomal Coenzyme A Diphosphatase
S000004142,YLR152C,,
S000004143,YLR153C,ACS2,Acetyl CoA Synthetase
S000004144,YLR154C,RNH203,RNase H
S000004152,YLR162W,,
S000004153,YLR163C,MAS1,Mitochondrial ASsembly
S000004154,YLR164W,SHH4,SDH4 Homolog
S000004155,YLR165C,PUS5,PseudoUridine Synthase
S000004156,YLR166C,SEC10,SECretory
S000004157,YLR167W,RPS31,Ribosomal Protein of the Small subunit
S000004158,YLR168C,UPS2,UnProceSsed
S000004160,YLR170C,APS1,clathrin Associated Protein complex Small subunit
S000004162,YLR172C,DPH5,DiPHthamide
S000004163,YLR173W,,
S000004164,YLR174W,IDP2,"Isocitrate Dehydrogenase, NADP-specific"
S000004165,YLR175W,CBF5,Centromere Binding Factor
S000004166,YLR176C,RFX1,Regulatory Factor X
S000004167,YLR177W,,
S000004168,YLR178C,TFS1,cdc Twenty-Five Suppressor
S000004169,YLR179C,,
S000004170,YLR180W,SAM1,S-AdenosylMethionine requiring
S000004171,YLR181C,VTA1,VpsTwenty Associated
S000004172,YLR182W,SWI6,SWItching deficient
S000004173,YLR183C,TOS4,Target Of Sbf
S000004175,YLR185W,RPL37A,Ribosomal Protein of the Large subunit
S000004176,YLR186W,EMG1,Essential for Mitotic Growth
S000004177,YLR187W,SKG3,Suppressor of lethality of Kex2 Gas1 double null mutant
S000004178,YLR188W,MDL1,MultiDrug resistance-Like
S000004179,YLR189C,ATG26,AuTophaGy related
S000004180,YLR190W,MMR1,Mitochondrial Myo2p Receptor-related
S000004181,YLR191W,PEX13,PEroXin
S000004182,YLR192C,HCR1,High-Copy suppressor of Rpg1
S000004183,YLR193C,UPS1,UnProceSsed
S000004184,YLR194C,NCW2,Novel Cell Wall protein
S000004185,YLR195C,NMT1,N-Myristoyl Transferase
S000004186,YLR196W,PWP1,Periodic tryptophan (W) Protein
S000004187,YLR197W,NOP56,NucleOlar Protein of 56.8 kDa
S000004189,YLR199C,PBA1,Proteasome Biogenesis-Associated
S000004190,YLR200W,YKE2,Yeast ortholog of mouse KE2
S000004191,YLR201C,COQ9,COenzyme Q
S000004193,YLR203C,MSS51,Mitochondrial Splicing Suppressor
S000004194,YLR204W,QRI5,Quasi-Renownless Information
S000004195,YLR205C,HMX1,HeMe oXygenase
S000004196,YLR206W,ENT2,Epsin N-Terminal homology
S000004197,YLR207W,HRD3,HMG-coA Reductase Degradation
S000004198,YLR208W,SEC13,SECretory
S000004199,YLR209C,PNP1,purine nucleoside phosphorylase
S000004200,YLR210W,CLB4,CycLin B
S000004201,YLR211C,ATG38,AuTophaGy related
S000004202,YLR212C,TUB4,TUBulin
S000004203,YLR213C,CRR1,CRH-Related
S000004204,YLR214W,FRE1,Ferric REductase
S000004205,YLR215C,CDC123,Cell Division Cycle
S000004206,YLR216C,CPR6,Cyclosporin-sensitive Proline Rotamase
S000004208,YLR218C,COA4,Cytochrome Oxidase Assembly factor
S000004209,YLR219W,MSC3,Meiotic Sister-Chromatid recombination
S000004210,YLR220W,CCC1,Cross-Complements Ca(2+) phenotype of csg1
S000004211,YLR221C,RSA3,RiboSome Assembly
S000004212,YLR222C,UTP13,U Three Protein
S000004213,YLR223C,IFH1,Interacts with Fork Head
S000004214,YLR224W,UCC1,Ubiquitination of Citrate synthase in the glyoxylate Cycle
S000004215,YLR225C,,
S000004216,YLR226W,BUR2,Bypass UAS Requirement
S000004217,YLR227C,ADY4,Accumulation of DYads
S000004218,YLR228C,ECM22,ExtraCellular Mutant
S000004219,YLR229C,CDC42,Cell Division Cycle
S000004221,YLR231C,BNA5,Biosynthesis of Nicotinic Acid
S000004223,YLR233C,EST1,Ever Shorter Telomeres
S000004224,YLR234W,TOP3,TOPoisomerase
S000004227,YLR237W,THI7,THIamine metabolism
S000004228,YLR238W,FAR10,Factor ARrest
S000004229,YLR239C,LIP2,LIPoyl ligase
S000004230,YLR240W,VPS34,Vacuolar Protein Sorting
S000004231,YLR241W,CSC1,Calcium permeable Stress-gated cation Channel
S000004232,YLR242C,ARV1,ARE2 Required for Viability
S000004233,YLR243W,GPN3,Gly-Pro-Asn (N) motif
S000004234,YLR244C,MAP1,Methionine AminoPeptidase
S000004235,YLR245C,CDD1,CytiDine Deaminase
S000004236,YLR246W,ERF2,Effect on Ras Function
S000004237,YLR247C,IRC20,Increased Recombination Centers
S000004238,YLR248W,RCK2,Radiation sensitivity Complementing Kinase
S000004239,YLR249W,YEF3,Yeast Elongation Factor
S000004240,YLR250W,SSP120,Saccharomyces Secretory Protein
S000004241,YLR251W,SYM1,Stress-inducible Yeast Mpv17
S000004243,YLR253W,MCP2,Mdm10 Complementing Protein
S000004244,YLR254C,NDL1,NuDeL homolog
S000004246,YLR256W,HAP1,Heme Activator Protein
S000004247,YLR257W,,
S000004248,YLR258W,GSY2,Glycogen SYnthase
S000004249,YLR259C,HSP60,Heat Shock Protein
S000004250,YLR260W,LCB5,Long-Chain Base
S000004251,YLR261C,VPS63,Vacuolar Protein Sorting
S000004252,YLR262C,YPT6,Yeast Protein Two
S000004253,YLR263W,RED1,REDuctional division
S000004254,YLR264W,RPS28B,Ribosomal Protein of the Small subunit
S000004255,YLR265C,NEJ1,Nonhomologous End-Joining defective
S000004256,YLR266C,PDR8,Pleiotropic Drug Resistance
S000004257,YLR267W,BOP2,Bypass Of Pam1
S000004258,YLR268W,SEC22,SECretory
S000004260,YLR270W,DCS1,DeCapping Scavenger
S000004261,YLR271W,CMG1,Cytoplasmic and Mitochondrial G-patch protein 1
S000004262,YLR272C,YCS4,Yeast Condensin Subunit
S000004263,YLR273C,PIG1,Protein Interacting with Gsy2p
S000004264,YLR274W,MCM5,MiniChromosome Maintenance
S000004265,YLR275W,SMD2,
S000004266,YLR276C,DBP9,Dead Box Protein
S000004267,YLR277C,YSH1,Yeast Seventy-three Homolog
S000004268,YLR278C,,
S000004271,YLR281C,RSO55,mitochondrial protein Related to Spastic paraplegia with Optic atrophy and neuropathy SPG55
S000004273,YLR283W,,
S000004274,YLR284C,ECI1,Enoyl-CoA Isomerase
S000004275,YLR285W,NNT1,Nicotinamide N-methylTransferase
S000004276,YLR286C,CTS1,ChiTinaSe
S000004277,YLR287C,,
S000004278,YLR287C-A,RPS30A,Ribosomal Protein of the Small subunit
S000004279,YLR288C,MEC3,Mitosis Entry Checkpoint
S000004280,YLR289W,GUF1,Gtpase of Unknown Function
S000004281,YLR290C,COQ11,COenzyme Q
S000004282,YLR291C,GCD7,General Control Derepressed
S000004283,YLR292C,SEC72,SECretory
S000004284,YLR293C,GSP1,Genetic Suppressor of Prp20-1
S000004286,YLR295C,ATP14,ATP synthase
S000004288,YLR297W,,
S000004289,YLR298C,YHC1,Yeast Homolog of human U1C
S000004290,YLR299W,ECM38,ExtraCellular Mutant
S000004291,YLR300W,EXG1,"EXo-1,3-beta-Glucanase"
S000004292,YLR301W,HRI1,HRr25 Interacting
S000004294,YLR303W,MET17,METhionine requiring
S000004295,YLR304C,ACO1,ACOnitase
S000004296,YLR305C,STT4,STaurosporine and Temperature sensitive
S000004297,YLR306W,UBC12,UBiquitin-Conjugating
S000004298,YLR307W,CDA1,Chitin DeAcetylase
S000004299,YLR308W,CDA2,Chitin DeAcetylase
S000004300,YLR309C,IMH1,shares with Integrins and Myosins significant Homology
S000004301,YLR310C,CDC25,Cell Division Cycle
S000004303,YLR312C,ATG39,AuTophaGy related
S000004304,YLR312W-A,MRPL15,"Mitochondrial Ribosomal Protein, Large subunit"
S000004305,YLR313C,SPH1,SPa2 Homolog
S000004306,YLR314C,CDC3,Cell Division Cycle
S000004307,YLR315W,NKP2,Non-essential Kinetochore Protein
S000004308,YLR316C,TAD3,tRNA-specific Adenosine Deaminase
S000004310,YLR318W,EST2,Ever Shorter Telomeres
S000004311,YLR319C,BUD6,BUD site selection
S000004312,YLR320W,MMS22,Methyl MethaneSulfonate sensitivity
S000004313,YLR321C,SFH1,Snf Five Homolog
S000004315,YLR323C,CWC24,Complexed With Cef1p
S000004316,YLR324W,PEX30,PEroXisome related
S000004317,YLR325C,RPL38,Ribosomal Protein of the Large subunit
S000004318,YLR326W,,
S000004319,YLR327C,TMA10,Translation Machinery Associated
S000004320,YLR328W,NMA1,Nicotinamide Mononucleotide Adenylyltransferase
S000004321,YLR329W,REC102,RECombination
S000004322,YLR330W,CHS5,CHitin Synthase-related
S000004324,YLR332W,MID2,Mating pheromone-Induced Death
S000004325,YLR333C,RPS25B,Ribosomal Protein of the Small subunit
S000004327,YLR335W,NUP2,NUclear Pore
S000004328,YLR336C,SGD1,Suppressor of Glycerol Defect
S000004329,YLR337C,VRP1,VeRProlin
S000004332,YLR340W,RPP0,Ribosomal Protein P0
S000004333,YLR341W,SPO77,SPOrulation
S000004334,YLR342W,FKS1,FK506 Sensitivity
S000004335,YLR343W,GAS2,Glycophospholipid-Anchored Surface protein
S000004336,YLR344W,RPL26A,Ribosomal Protein of the Large subunit
S000004337,YLR345W,,
S000004338,YLR346C,CIS1,CItrinin Sensitive knockout
S000004339,YLR347C,KAP95,KAryoPherin
S000004340,YLR348C,DIC1,DIcarboxylate Carrier
S000004342,YLR350W,ORM2,
S000004343,YLR351C,NIT3,NITrilase superfamily
S000004344,YLR352W,LUG1,Lets [URE3]/ure2 Grow
S000004345,YLR353W,BUD8,BUD site selection
S000004346,YLR354C,TAL1,TransALdolase
S000004347,YLR355C,ILV5,IsoLeucine-plus-Valine requiring
S000004348,YLR356W,ATG33,AuTophaGy related
S000004349,YLR357W,RSC2,Remodel the Structure of Chromatin
S000004350,YLR358C,,
S000004351,YLR359W,ADE13,ADEnine requiring
S000004352,YLR360W,VPS38,Vacuolar Protein Sorting
S000004353,YLR361C,DCR2,Dose-dependent Cell cycle Regulator
S000004354,YLR362W,STE11,STErile
S000004355,YLR363C,NMD4,Nonsense-Mediated mRNA Decay
S000004356,YLR364W,GRX8,GlutaRedoXin
S000004359,YLR367W,RPS22B,Ribosomal Protein of the Small subunit
S000004360,YLR368W,MDM30,Mitochondrial Distribution and Morphology
S000004361,YLR369W,SSQ1,Stress-Seventy subfamily Q
S000004362,YLR370C,ARC18,ARp2/3 Complex subunit
S000004363,YLR371W,ROM2,RhO1 Multicopy suppressor
S000004364,YLR372W,ELO3,fatty acid ELOngation
S000004365,YLR373C,VID22,Vacuolar Import and Degradation
S000004367,YLR375W,STP3,protein with similarity to Stp1p
S000004368,YLR376C,PSY3,Platinum SensitivitY
S000004369,YLR377C,FBP1,"Fructose-1,6-BisPhosphatase"
S000004370,YLR378C,SEC61,SECretory
S000004372,YLR380W,CSR1,Chs5 Spa2 Rescue
S000004373,YLR381W,CTF3,Chromosome Transmission Fidelity
S000004374,YLR382C,NAM2,Nuclear Accommodation of Mitochondria
S000004375,YLR383W,SMC6,Structural Maintenance of Chromosomes
S000004376,YLR384C,IKI3,Insensitive to KIller toxin
S000004377,YLR385C,SWC7,SWr Complex
S000004378,YLR386W,VAC14,VACuole morphology and inheritance mutant
S000004379,YLR387C,REH1,REI1 Homolog
S000004380,YLR388W,RPS29A,Ribosomal Protein of the Small subunit
S000004381,YLR389C,STE23,STErile
S000004382,YLR390W,ECM19,ExtraCellular Mutant
S000004384,YLR392C,ART10,Arrestin-Related Trafficking adaptors
S000004385,YLR393W,ATP10,ATP synthase
S000004386,YLR394W,CST9,Chromosome STability
S000004387,YLR395C,COX8,Cytochrome c OXidase
S000004388,YLR396C,VPS33,Vacuolar Protein Sorting
S000004389,YLR397C,AFG2,ATPase Family Gene
S000004390,YLR398C,SKI2,SuperKIller
S000004391,YLR399C,BDF1,BromoDomain Factor
S000004393,YLR401C,DUS3,DihydroUridine Synthase
S000004395,YLR403W,SFP1,Split Finger Protein
S000004396,YLR404W,SEI1,SEIpin
S000004397,YLR405W,DUS4,DihydroUridine Synthase
S000004398,YLR406C,RPL31B,Ribosomal Protein of the Large subunit
S000004399,YLR407W,,
S000004400,YLR408C,BLS1,BLoS1-homolog
S000004401,YLR409C,UTP21,U Three Protein
S000004402,YLR410W,VIP1,
S000004403,YLR411W,CTR3,Copper TRansport
S000004404,YLR412W,BER1,Benomyl REsistant 1
S000004405,YLR413W,INA1,INdicator of Abscission
S000004406,YLR414C,PUN1,Plasma membrane protein Upregulated during Nitrogen stress
S000004407,YLR415C,,
S000004409,YLR417W,VPS36,Vacuolar Protein Sorting
S000004410,YLR418C,CDC73,Cell Division Cycle
S000004411,YLR419W,,
S000004412,YLR420W,URA4,URAcil requiring
S000004413,YLR421C,RPN13,Regulatory Particle Non-ATPase
S000004414,YLR422W,DCK1,DoCK1 homolog
S000004415,YLR423C,ATG17,AuTophaGy related
S000004416,YLR424W,SPP382,Suppressor of PrP38 #2
S000004417,YLR425W,TUS1,TOR Unique function Suppressor
S000004418,YLR426W,TDA5,Topoisomerase I Damage Affected
S000004419,YLR427W,MAG2,
S000004421,YLR429W,CRN1,CoRoNin
S000004422,YLR430W,SEN1,Splicing ENdonuclease
S000004423,YLR431C,ATG23,AuTophaGy related
S000004424,YLR432W,IMD3,IMP Dehydrogenase
S000004425,YLR433C,CNA1,CalciNeurin A
S000004427,YLR435W,TSR2,Twenty S rRNA accumulation
S000004428,YLR436C,ECM30,ExtraCellular Mutant
S000004429,YLR437C,DIF1,Damage-regulated Import Facilitator
S000004430,YLR438W,CAR2,Catabolism of ARginine
S000004431,YLR439W,MRPL4,"Mitochondrial Ribosomal Protein, Large subunit"
S000004432,YLR440C,SEC39,SECretory
S000004433,YLR441C,RPS1A,Ribosomal Protein of the Small subunit
S000004434,YLR442C,SIR3,Silent Information Regulator
S000004435,YLR443W,ECM7,ExtraCellular Mutant
S000004437,YLR445W,GMC2,Grand Meiotic recombination Cluster
S000004438,YLR446W,,
S000004439,YLR447C,VMA6,Vacuolar Membrane Atpase
S000004440,YLR448W,RPL6B,Ribosomal Protein of the Large subunit
S000004441,YLR449W,FPR4,FKBP Proline Rotamase (isomerase)
S000004442,YLR450W,HMG2,3-Hydroxy-3-MethylGlutaryl-coenzyme a reductase
S000004443,YLR451W,LEU3,LEUcine biosynthesis
S000004444,YLR452C,SST2,SuperSensiTive
S000004445,YLR453C,RIF2,Rap1p-Interacting Factor
S000004446,YLR454W,FMP27,Found in Mitochondrial Proteome
S000004447,YLR455W,PDP3,PWWP Domain-containing Protein
S000004448,YLR456W,,
S000004449,YLR457C,NBP1,Nap1 Binding Protein
S000004451,YLR459W,GAB1,GPI and Actin Bar
S000004452,YLR460C,,
S000004453,YLR461W,PAU4,seriPAUperin family
S000004460,YML001W,YPT7,Yeast Protein Two
S000004461,YML002W,,
S000004462,YML003W,,
S000004463,YML004C,GLO1,GLyOxalase
S000004464,YML005W,TRM12,TRna Methyltransferase
S000004465,YML006C,GIS4,GIg1-2 Suppressor
S000004466,YML007W,YAP1,Yeast AP-1
S000004467,YML008C,ERG6,ERGosterol biosynthesis
S000004468,YML009C,MRPL39,"Mitochondrial Ribosomal Protein, Large subunit"
S000004470,YML010W,SPT5,SuPpressor of Ty's
S000004472,YML011C,RAD33,RADiation sensitive
S000004473,YML012W,ERV25,ER Vesicle
S000004475,YML013W,UBX2,UBiquitin regulatory X
S000004476,YML014W,TRM9,TRna Methyltransferase
S000004477,YML015C,TAF11,TATA binding protein-Associated Factor
S000004478,YML016C,PPZ1,Protein Phosphatase Z
S000004479,YML017W,PSP2,Polymerase SuPpressor
S000004480,YML018C,,
S000004481,YML019W,OST6,OligoSaccharylTransferase
S000004482,YML020W,,
S000004483,YML021C,UNG1,Uracil DNA N-Glycosylase
S000004484,YML022W,APT1,Adenine PhosphoribosylTransferase
S000004485,YML023C,NSE5,Non-SMC Element 5
S000004486,YML024W,RPS17A,Ribosomal Protein of the Small subunit
S000004487,YML025C,YML6,
S000004488,YML026C,RPS18B,Ribosomal Protein of the Small subunit
S000004489,YML027W,YOX1,Yeast homeobOX
S000004490,YML028W,TSA1,Thiol-Specific Antioxidant
S000004491,YML029W,USA1,U1-Snp1 Associating
S000004492,YML030W,RCF1,Respiratory superComplex Factor
S000004493,YML031W,NDC1,Nuclear Division Cycle
S000004494,YML032C,RAD52,RADiation sensitive
S000004497,YML034W,SRC1,Spliced mRNA and Cell cycle regulated gene
S000004498,YML035C,AMD1,AMP Deaminase
S000004500,YML036W,CGI121,homolog of human CGI-121
S000004501,YML037C,,
S000004502,YML038C,YMD8,
S000004505,YML041C,VPS71,Vacuolar Protein Sorting
S000004506,YML042W,CAT2,Carnitine AcetylTransferase
S000004507,YML043C,RRN11,Regulation of RNA polymerase I
S000004509,YML046W,PRP39,Pre-mRNA Processing
S000004510,YML047C,PRM6,Pheromone-Regulated Membrane protein
S000004511,YML048W,GSF2,Glucose Signaling Factor
S000004513,YML049C,RSE1,RNA Splicing and ER-to-Golgi transport
S000004514,YML050W,AIM32,Altered Inheritance rate of Mitochondria
S000004515,YML051W,GAL80,GALactose metabolism
S000004516,YML052W,SUR7,SUppressor of Rvs167 mutation
S000004517,YML053C,,
S000004518,YML054C,CYB2,CYtochrome B
S000004519,YML055W,SPC2,Signal Peptidase Complex
S000004520,YML056C,IMD4,IMP Dehydrogenase
S000004521,YML057W,CMP2,CalModulin binding Protein
S000004523,YML058W,SML1,Suppressor of Mec1 Lethality
S000004524,YML059C,NTE1,Neuropathy Target Esterase
S000004525,YML060W,OGG1,8-OxoGuanine Glycosylase/lyase
S000004526,YML061C,PIF1,Petite Integration Frequency
S000004527,YML062C,MFT1,Mitochondrial Fusion Targeting
S000004528,YML063W,RPS1B,Ribosomal Protein of the Small subunit
S000004529,YML064C,TEM1,TErmination of M phase
S000004530,YML065W,ORC1,Origin Recognition Complex
S000004531,YML066C,SMA2,Spore Membrane Assembly
S000004532,YML067C,ERV41,ER Vesicle
S000004533,YML068W,ITT1,Inhibitor of Translation Termination
S000004534,YML069W,POB3,POl1 Binding
S000004535,YML070W,DAK1,DihydroxyAcetone Kinase
S000004536,YML071C,COG8,Conserved Oligomeric Golgi complex
S000004537,YML072C,TCB3,Three Calcium and lipid Binding domains (TriCalBins)
S000004538,YML073C,RPL6A,Ribosomal Protein of the Large subunit
S000004539,YML074C,FPR3,Fk 506-sensitive Proline Rotamase
S000004540,YML075C,HMG1,3-Hydroxy-3-MethylGlutaryl-coenzyme a reductase
S000004541,YML076C,WAR1,Weak Acid Resistance
S000004542,YML077W,BET5,Blocked Early in Transport
S000004543,YML078W,CPR3,Cyclosporin A-sensitive Proline Rotamase
S000004544,YML079W,,
S000004545,YML080W,DUS1,DihydroUridine Synthase
S000004546,YML081W,TDA9,Topoisomerase I Damage Affected
S000004547,YML082W,,
S000004548,YML083C,,
